id	role_id	lane	title	org	location	site	url	posted	first_seen	salary	level	status	friction	also_lanes	accessibility	requirements
JM-BWW-stepp-apm	production-manager	PM	Assistant Production Manager	Steppenwolf Theatre Co.	Chicago, IL	BWW	https://www.broadwayworld.com/job/assistant-production-manager-10384	2026-07-29	2026-07-31		associate	live	direct			
JM-PB-public-spm	production-manager	PM	Seasonal Production Manager	The Public Theater	New York, NY	PB	https://playbill.com/job/seasonal-production-manager/be3a78e7-b301-4e07-b0f8-9370af8083ac	2026-07-14	2026-07-31		contract	live	direct			
JM-BWW-sct-dop	production-manager	PM	Director of Production	Seattle Children's Theatre	Seattle, WA	BWW	https://www.broadwayworld.com/job/director-of-production-10247	2026-07-01	2026-07-31		senior	live	direct			
JM-OSJ-odc-dop	production-manager	PM	Director of Production	ODC	San Francisco, CA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72423	2026-07-29	2026-07-31	$80,000	mid	live	direct		hybrid	
JM-OSJ-scr-dop	production-manager	PM	Director of Production	South Coast Repertory	Costa Mesa, CA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72386	2026-07-22	2026-07-31	$100,000-120,000	senior	live	direct			
JM-OSJ-upstaging-pm	production-manager	PM	Production Manager	Upstaging Inc.	Sycamore, IL	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=70982	2026-07-22	2026-07-31	$55,000-85,000	mid	live	direct			
JM-BWW-randall-pm	production-manager	PM	Production Manager	Randall Media	IL	BWW	https://www.broadwayworld.com/job/production-manager-10362	2026-06-01	2026-07-31	$35-40/hr	contract	live	email			
JM-BWW-wppac-tpm	production-manager	PM	Technical Production Managers/Directors	White Plains Performing Arts Center	White Plains, NY	BWW	https://www.broadwayworld.com/job/technical-production-managers-directors-10177	2026-07-28	2026-07-31		mid	live	direct	technical-director		
JM-BWW-jce-pm	production-manager	PM	Production Manager - Theatrical	Je'Caryous Johnson Entertainment	Houston, TX	BWW	https://www.broadwayworld.com/job/production-manager-theatrical-10369	2026-07-31	2026-07-31		mid	live	direct			
JM-PB-talmi-pm	production-manager	PM	Production Manager	Talmi Entertainment	Pittsfield, MA	PB	https://playbill.com/job/production-manager/782b7a92-267e-4df9-b6ae-afa2df88c8f3	2026-08-01	2026-08-02	$2,500/wk	contract	live	direct			
JM-IND-lr-pm	production-manager	PM	Production Manager - Theater	City of Little Rock CVB	Little Rock, AR	IND	https://www.governmentjobs.com/jobs/5419480-0/production-manager-theater	2026-07-23	2026-08-02	$56,971/yr	mid	gone	direct			
JM-SL-apollo-dop	production-manager	PM	Director of Production	Apollo Theater Foundation	New York, NY	SL	https://stagelync.com/pro/jobs-and-auditions/p-director-of-production14	2026-07-29	2026-08-02	$150,000-170,000	senior	live	direct			
JM-PB-public-pm	production-manager	PM	Production Manager	The Public Theater	New York, NY	PB	https://playbill.com/job/production-manager/f7e2fb27-7b32-401f-a7ad-255a9c125f5e	2026-07-22	2026-08-03	$84,000	mid	live	direct			
JM-PB-dpt-apm	production-manager	PM	Associate Production Manager	Detroit Public Theatre	Detroit, MI	PB	https://playbill.com/job/associate-production-manager/97c66a01-b17b-43b9-8916-23c643edca74	2026-07-21	2026-08-03		associate	live	direct			
JM-OSJ-mits-pm	production-manager	PM	Production Manager	Moving in the Spirit	Atlanta, GA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72347	2026-08-01	2026-08-03	$40/hr	contract	live	direct			
JM-OSJ-hunter-pm	production-manager	PM	Red Demon Production Manager/PSM	Hunter College Theatre Dept	New York, NY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72397	2026-07-25	2026-08-03	$7,700 flat	contract	live	email	stage-manager		
JM-PB-convene-pm	production-manager	PM	Production Manager, Live Events	Convene Hospitality Group	New York, NY	PB	https://playbill.com/job/production-manager-live-events/a5cb226b-ad05-4fa4-9c8a-f6a68e32472f	2026-01-20	2026-08-04	$100,000-105,000	mid	live	email		hybrid	
JM-PB-jce-pm	production-manager	PM	Production Manager - Theatrical	Je'Caryous Johnson Entertainment	Houston, TX	PB	https://playbill.com/job/production-manager-theatrical/96b0f7ea-d2e4-4679-a530-3780b255479d	2026-06-04	2026-08-04		mid	live	direct			
JM-PB-oiala-pm	production-manager	PM	Production Manager	Once In a Lifetime, Again, LLC	New Canaan, CT	PB	https://playbill.com/job/production-manager/c41be178-fc54-469a-8a3e-8d6e409a0a07	2026-07-24	2026-08-04	$500-700 per gig	contract	gone	email			
JM-BWW-phorizons-apm	production-manager	PM	Associate Production Manager	Playwrights Horizons	New York, NY	BWW	https://www.broadwayworld.com/job/associate-production-manager-10497	2026-07-20	2026-08-04		associate	live	direct			
JM-NYFA-2st-dop	production-manager	PM	Director of Production	Second Stage Theater	New York, NY	NYFA	https://www.nyfa.org/jobs/job-info/?id=30677bee-9c09-46d2-a7f2-ead842ed87b1	2026-07-29	2026-08-05	$145,000-160,000	senior	gone	direct		hybrid	
JM-PB-emerson-apm	production-manager	PM	Assistant Production Manager	Emerson College	Boston, MA	PB	https://playbill.com/job/assistant-production-manager/90d86a0b-a151-4cf5-9441-b0721961e556	2026-08-04	2026-08-05	$49,042-60,125	associate	live	direct		hybrid	
JM-PB-rosebrand-tspm-nj	production-manager	PM	Technical Services Project Manager	Rose Brand	Secaucus, NJ	PB	https://playbill.com/job/technical-services-project-manager/f457ce0e-74fc-4636-bde1-caf07ff084c6	2026-08-03	2026-08-05	$80,000-99,000	mid	live	direct	technical-director		
JM-PB-rosebrand-tspm-ca	production-manager	PM	Technical Services Project Manager	Rose Brand	Sun Valley, CA	PB	https://playbill.com/job/technical-services-project-manager/ccbcf7dd-8383-4315-b842-c9c875c993d7	2026-08-03	2026-08-05		mid	live	direct	technical-director		
JM-OSJ-hudson-pm	production-manager	PM	Project Manager - Theatrical/Themed Entertainment Custom Fabrication	Hudson Scenic Studio, Inc	Yonkers, NY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=71458	2026-08-06	2026-08-06	$90,000-105,000	mid	live	email			
JM-OSJ-frost-pm	production-manager	PM	Production Manager - Freelance	Frost Productions (NY)	New York, NY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=52528	2026-08-05	2026-08-06	$40-65/hr	contract	live	email			
JM-OSJ-timemission-apm	production-manager	PM	Assistant Project Manager	Time Mission	Cranston, RI	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72420	2026-07-28	2026-08-06	$55,000/yr	mid	live	email	technical-director		
JM-HERC-wexner-pc	production-manager	PM	Production Coordinator (Part-Time)	Wexner Center for the Arts / Ohio State University	Columbus, OH	HERC	https://main.hercjobs.org/jobs/22437177/production-coordinator-part-time	2026-07-27	2026-08-07	$21.35-34.42/hr	entry	gone	direct			
JM-JT-hobby-vpo	production-manager	PM	Vice President of Operations	The Hobby Center for the Performing Arts	Houston, TX	JT	https://www.jobtarget.com/jobs/jt-ketltlxfou/vice-president-of-operations-houston-texas	2026-08-28	2026-08-31	$150,000-175,000	senior	live	direct	operations-safety		
JM-PB-public-joespub-pm	production-manager	PM	Production Manager, Joe's Pub	The Public Theater	New York, NY	PB	https://playbill.com/job/production-manager-joes-pub/2445016d-db71-4c8a-bd72-3c6daf47f505	2026-08-07	2026-08-31	$75,000	mid	live	direct			
JM-PB-woolly-dop	production-manager	PM	Director of Production	Woolly Mammoth Theatre Company	Washington, DC	PB	https://playbill.com/job/director-of-production/df762859-9cee-4401-b0ae-ab84c0d69302	2026-08-12	2026-09-01	$85,000-95,000	senior	live	direct			
JM-JIV-academy-td	production-manager	PM	Technical Director (Academy of Music Theatre, IATSE Local 232 house)	Academy of Music Theatre	Northampton, MA	JIV	https://jobsinthevalley.com/public/employer/5882/Academy-of-Music-Theatre/job/33694/NORTHAMPTON-MA/Technical-Director.html?dev2=1	2026-08-06	2026-09-01	$65,000-68,000	mid	live	email	technical-director		
JM-OSJ-prax-dop	production-manager	PM	Director of Production and Presentation	Patricia Valian Reser Center for the Creative Arts (PRAx)	Corvallis, OR	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72394	2026-07-23	2026-09-18	$80,000-$90,000	senior	live	email			
JM-PB-phorizons-apm	production-manager	PM	Associate Production Manager	Playwrights Horizons	New York, NY	PB	https://playbill.com/job/associate-production-manager/87e3f033-8f2b-4b88-a61d-bd288afecdc0	2026-07-21	2026-09-18	$66,300	mid	live	direct			
JM-PB-theatrerow-apm	production-manager	PM	Associate Production Manager	Building for the Arts / Theatre Row	New York, NY	PB	https://playbill.com/job/associate-production-manager/80c9c257-5866-4af7-9af9-109373146041	2026-08-24	2026-09-18	$50,000	mid	live	direct			
JM-PB-northshore-pm	production-manager	PM	Production Manager	North Shore Music Theatre	Beverly, MA	PB	https://playbill.com/job/director-of-production/3b0908f6-2a01-4336-a7b9-f065fcccadcb	2026-05-10	2026-09-18	$1,000-$1,200/week	mid	live	direct			
JM-PB-networks-lpm	production-manager	PM	Lead Production Manager	NETworks Presentations	Remote / Columbia, MD	PB	https://playbill.com/job/lead-production-manager/e93aa815-305d-4bc4-8c6d-46cb4dabce8f	2026-02-23	2026-09-18	$125,000-$135,000	senior	live	direct		remote	
JM-PB-prax-dop	production-manager	PM	Director of Production and Presentation	PRAx / Oregon State University	Corvallis, OR	PB	https://playbill.com/job/director-of-production-and-presentation/abbeb3d7-e67f-4b22-a621-3a561f4195f7	2026-07-23	2026-09-18	$80,000-$90,000	senior	live	direct			
JM-SL-ph-tpm	production-manager	PM	Technical Production Manager (Manager, Technical Production)	PH / Broadway and touring musicals	Manhattan, NY	SL	https://stagelync.com/pro/jobs-and-auditions/p-technical-production-manager-needed-for-broadway-and-touring-musicals	2026-04-05	2026-09-18		mid	live	gated			
JM-SL-prax-dop	production-manager	PM	Director of Production and Presentation	PRAx / Oregon State University	Corvallis, OR	SL	https://stagelync.com/pro/jobs-and-auditions/p-director-of-production-and-presentation63	2026-07-25	2026-09-18	$80,000-$90,000	senior	live	gated			
JM-APAP-miami-vp	production-manager	PM	Vice President of Artistic and Production Operations	Miami City Ballet	Miami Beach, FL	APAP	https://jobbank.apap365.org/jobs/22403511/vice-president-of-artistic-and-production-operations	2026-07-06	2026-09-18	$160,000-$170,000	senior	live	direct			
JM-APAP-prax-dop	production-manager	PM	Director of Production and Presentation	PRAx / Oregon State University	Corvallis, OR	APAP	https://jobbank.apap365.org/jobs/22446156/director-of-production-and-presentation	2026-07-22	2026-09-18	$80,000-$90,000	senior	live	direct			
JM-ECN-aeg-epm	production-manager	PM	Event Production Manager	AEG Live	Denver, CO	ECN	https://www.entertainmentcareers.net/aeg-live/event-production-manager/job/531592/	2026-09-16	2026-09-18	$68,766-$90,000/year	contract	live	direct			
JM-ECN-gramercy-ps	production-manager	PM	Production Supervisor	Gramercy Theatre / Live Nation	New York, NY	ECN	https://www.entertainmentcareers.net/gramercy-theatre/production-supervisor/job/531188/	2026-09-11	2026-09-18	$32-$40/hour	mid	live	direct			
JM-GOV-rancho-tps	production-manager	PM	Theatre Production Supervisor	City of Rancho Cucamonga / Lewis Family Playhouse	Rancho Cucamonga, CA	GOV	https://www.governmentjobs.com/careers/cityofrc/jobs/newprint/4695973	2026-09-18	2026-09-18	$6,013.58-$8,268.68/month	mid	live	direct			
JM-CS-canadian-dopf	production-manager	PM	Director of Production and Facilities	Canadian Stage	Toronto, ON	CS	https://www.canadianstage.com/about/jobs/director-of-production-2026	2026-09-18	2026-09-18	$125,000-$135,000/year	senior	live	email			
JM-ARSHT-arsht-dop	production-manager	PM	Director, Production	Adrienne Arsht Center	Miami, FL	ARSHT	https://www.arshtcenter.org/media/jqhn3bwh/jd-director-production-06_23_26.pdf	2026-06-23	2026-09-18	$130,000-$140,000	senior	live	email			
JM-SR-harvard-pm	production-manager	PM	Production Manager	Harvard University Office for the Arts	Cambridge, MA	SR	https://jobs.smartrecruiters.com/harvarduniversity/3743990014843836	2026-08-25	2026-09-18		mid	live	email			
JM-PAY-tuts-pm	production-manager	PM	Production Manager	Theatre Under The Stars	Houston, TX	PAY	https://recruiting.paylocity.com/recruiting/jobs/Details/4302283/Theatre-Under-The-Stars-Inc/Production-Manager	2026-09-18	2026-09-18	$70,000-$80,000	mid	live	email			
JM-PU-csun-lpc	production-manager	PM	Lead Production Coordinator	California State University, Northridge Theatre	Northridge, CA	PU	https://careers.pageuppeople.com/873/cw/en-us/job/559609	2026-07-10	2026-09-18	$5,274-$6,689/month	mid	live	email			
JM-NET-networks-lpm	production-manager	PM	Lead Production Manager	NETworks Presentations	Remote / Columbia, MD	NET	https://www.networkstours.com/job/lead-production-manager/	2026-02-23	2026-09-18	$125,000-$135,000	senior	live	email		remote	
JM-DNYC-ballethisp-pm	production-manager	PM	Production Manager	Ballet Hispánico	New York, NY	DNYC	https://www.dance.nyc/for-artists/listings/2026/09/Production-Manager/	2026-09-04	2026-09-18	$37-$42/hour	mid	live	email			
JM-LVI-lvi-lepm	production-manager	PM	Live Events Production Manager	LVI Associates client	Remote, USA	LVI	https://www.lviassociates.com/en-us/job/live-events-production-manager-remote-pr538247_1743012846	2026-09-18	2026-09-18	$90,000-$150,000	senior	gone	email		remote	
JM-APOLLO-apollo-dop	production-manager	PM	Director of Production	Apollo Theater Foundation	New York, NY	APOLLO	https://apollotheater.applytojob.com/apply/QERWx4XLAi/Director-Of-Production	2026-09-18	2026-09-18	$150,000-$170,000	senior	live	email			
JM-PRAX-prax-dop	production-manager	PM	Director of Production and Presentation	PRAx / Oregon State University	Corvallis, OR	PRAX	https://prax.oregonstate.edu/jobs-at-prax	2026-07-23	2026-09-18	$80,000-$90,000	senior	live	email			
JM-OSJ-holycross-prod-ops-coord	production-manager	PM	Production Operations Coordinator	College of the Holy Cross Department of Theatre and Dance	Worcester, MA	OSJ	https://holycross.wd12.myworkdayjobs.com/en-US/Careers/job/Worcester-MA/Production-Operations-Coordinator_JREQ-000700-1	2026-08-21	2026-09-20	$55,700-59,000	associate	live	direct			"theatrical production experience"
JM-OSJ-studiosanto-sr-pm	production-manager	PM	Senior Project Manager - Live Events and Production	Studio Santo	New York, NY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=70286	2026-08-20	2026-09-20	$100,000 - $150,000 annually	senior	live	email		hybrid	"Proven experience managing high-profile live events, fashion shows, or concerts"; "Vectorworks or other CAD software for event planning"; "Solid knowledge of rigging safety standards"
JM-OSJ-stanford-vso-pm	production-manager	PM	VSO (Voluntary Student Organization) Production Manager	Stanford University Department of Theatre and Performance Studies (TAPS)	Stanford, CA	OSJ	https://fa-exuf-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/Stanford/job/201030	2026-09-09	2026-09-20	$87,000-91,000 annually	contract	live	direct		hybrid	
JM-OSJ-empiretech-pm	production-manager	PM	Production Manager	Empire Technical Fabrication	Wayne, NJ	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72618	2026-09-02	2026-09-20	$65,000 to $95,000	mid	live	direct			"Ability to read technical drawings and navigate AutoCAD"; "Proficiency in Microsoft Office 365"; "Strong understanding of scenic construction and automation"; "Must be legally authorized to work in the United States without company sponsorship"
JM-GOV-gmu-esps	production-manager	PM	Event Services and Production Supervisor	George Mason University Facilities & Campus Operations	Arlington, VA	GOV	https://www.jobs.virginia.gov/jobs/event-services-and-production-supervisor-arlington-virginia-united-states-b1717392-d83f-4c56-b1c1-bd4c1cad8ef3	2026-06-24	2026-09-20	$65,000	mid	live	direct		hybrid	"high school diploma or equivalent"; "experience in event planning, event technology, staff recruitment, training, and supervision"; "Strong knowledge of audio, video, lighting, and technical equipment operations"
JM-SJ-firework-pm	production-manager	PM	Production Manager	Firework Productions	Los Angeles, CA	SJ	https://stagejobsy.com/jobs/firework/production-manager	2026-02-18	2026-09-20	$75,000-$95,000 per year	senior	live	direct			"7+ years production management experience in live events"; "Strong budget management skills"
