id	role_id	lane	title	org	location	site	url	posted	first_seen	salary	level	status	friction	also_lanes	accessibility	requirements
JM-AAJ-tati-dir-curriculum	creative-admin	ADM	Director of Curriculum and Programs	Miami Music Project / Teaching Artists Training Institute	US remote; Raleigh, NC preferred	AAJ	https://artsadminjobs.com/job/teaching-artists-training-institute-powered-by-miami-music-project-raleigh-nc-33-director-of-curriculum-and-programs/	2026-09-20	2026-09-20	$40,000 annually (25-30 hrs/wk)	mid	live	direct		remote	"Proficiency with Google Workspace, Airtable, Zoom, and digital collaboration platforms"
JM-AAJ-chorusamerica-grant-assoc	creative-admin	ADM	Grantmaking Associate	Chorus America	Remote - United States	AAJ	https://artsadminjobs.com/job/chorus-america-remote-united-states-24-grantmaking-associate/	2026-09-20	2026-09-20	$30/hr (20-25 hrs/wk)	associate	live	direct		remote	"At least two years of experience"; "SurveyMonkey Apply or similar grants management software"; "project management"
JM-VLOC-vloc-mkt-dev-mgr	creative-admin	ADM	Marketing and Development Manager	Victorian Lyric Opera Company	Rockville, MD area; mostly remote	VLOC	https://www.vloc.org/marketing-manager.html	2026-09-20	2026-09-20	$26/hour	mid	live	email		remote	"Use MailChimp (email campaign tool) to segment email lists, create tailored campaigns"
JM-AAJ-tati-comms-specialist	creative-admin	ADM	Communications and Social Media Specialist	Miami Music Project / Teaching Artists Training Institute	US remote	AAJ	https://artsadminjobs.com/job/teaching-artists-training-institute-powered-by-miami-music-project-us-remote-22-communications-and-social-media-specialist/	2026-09-20	2026-09-20	$24,000 annually (10-12 hrs/wk)	contract	live	direct		remote	"Canva, WordPress, Constant Contact or similar email marketing platforms"; "Proficiency with Google Workspace and digital collaboration platforms"
JM-PB-hhn-acm	creative-admin	ADM	Assistant Company Manager (remote until November 9)	Hip Hop Nutcracker / MEP	Tour; New York/Los Angeles start	PB	https://playbill.com/job/assistant-company-manager/8528cc06-542c-4c6d-8690-eb2d823f5856	2026-08-05	2026-09-20	$1,200/week	associate	live	email		remote	
JM-AAJ-solasnua-ed	creative-admin	ADM	Executive Director	Solas Nua	Washington, DC (hybrid)	AAJ	https://artsadminjobs.com/job/solas-nua-washington-dc-24-executive-director/	2026-09-19	2026-09-20	$80,000-$90,000	senior	live	email		hybrid	"Bachelor's degree or equivalent"; "Quickbooks Online and Neon or similar CRM software"; nonprofit/arts management experience
JM-AAJ-longcenter-dir-ticketing	creative-admin	ADM	Director of Ticketing	the Long Center	Austin, TX (hybrid)	AAJ	https://artsadminjobs.com/job/the-long-center-austin-tx-24-director-of-ticketing/	2026-09-20	2026-09-20		senior	live	direct		hybrid	"7+ years of experience with ticketing, customer service, arts administration, venue operations, or a related field"; "Advanced Tessitura expertise"
JM-AAJ-westedge-dir-finance	creative-admin	ADM	Director of Finance	West Edge Opera	Oakland, CA / SF Bay Area	AAJ	https://artsadminjobs.com/job/west-edge-opera-oakland-ca-33-director-of-finance/	2026-09-20	2026-09-20	$40,000-$70,000 annually (50-75% time)	senior	live	email		hybrid	"Very strong Excel skills (including pivot tables, vlookups, charting, and advanced formatting)"
JM-PB-classicstage-igm	creative-admin	ADM	Individual Giving Manager	Classic Stage Company	New York, NY (hybrid)	PB	https://playbill.com/job/individual-giving-manager/f1b73bc0-63c1-4a3f-8906-1cb964094096	2026-07-24	2026-09-20	$70,000-$80,000	mid	live	email		hybrid	"at least two years with donor CRMs and Microsoft Office"; "Spektrix or comparable fundraising platform"
JM-OSJ-village-mkt-coord	creative-admin	ADM	Marketing Coordinator	Village Theatre	Issaquah/Everett, WA (hybrid)	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72699	2026-09-16	2026-09-20	$26-28 per hour	associate	live	email		hybrid	"Two or more years of experience in marketing, communications, public relations, arts administration, community engagement, event coordination"
JM-AAJ-peninsula-mkt-comms	creative-admin	ADM	Marketing & Communications Coordinator	Peninsula Women's Chorus	Palo Alto, CA (hybrid)	AAJ	https://artsadminjobs.com/job/peninsula-womens-chorus-palo-alto-ca-33-marketing-communications-coordinator/	2026-09-19	2026-09-20	$25-32/hr (10 hrs/wk)	associate	live	email		hybrid	"1-3 years of experience in marketing, communications, or related field"
JM-PB-gallo-ed	creative-admin	ADM	Executive Director	Gallo Center for the Arts	Modesto, CA	PB	https://playbill.com/job/executive-director-gallo-center-for-the-arts/6343d47f-2309-4aa8-9dd6-c7f42538d290	2026-08-11	2026-09-20	$190,000-$220,000	senior	live	direct			"Bachelor's degree in Arts Administration, Business Administration, Nonprofit Management, or related field"; "Minimum of ten years of senior management"
JM-PB-seaview-coo	creative-admin	ADM	Chief Operating Officer (keyword-gap find: COO)	Seaview	New York, NY (in person)	PB	https://playbill.com/job/chief-operating-officer/8319c8d8-8382-460b-bd5d-b0ede7a3c1bf	2026-09-08	2026-09-20	$150,000-$225,000	senior	live	direct			"10+ years of senior leadership experience in entertainment, media, or related industries"; "MBA or JD is of interest, but not required"
JM-AAJ-missoula-ed	creative-admin	ADM	Executive Director	Missoula Symphony Association	Missoula, MT	AAJ	https://artsadminjobs.com/job/missoula-symphony-association-missoula-montana-24-executive-director/	2026-09-18	2026-09-20	$95,000 (starts at; negotiable)	senior	live	email			"Four or more years of related experience in orchestra management or arts administration"; nonprofit fundraising
JM-AAJ-capitolcivic-ed	creative-admin	ADM	Executive Director	Capitol Civic Centre	Manitowoc, WI (body: Work Location In-office; board card remote claim refused 2026-09-20)	AAJ	https://artsadminjobs.com/job/capitol-civic-centre-manitowoc-wi-24-executive-director/	2026-08-25	2026-09-20	$75,000.00 - $90,000.00	senior	live	direct			"arts administrator or nonprofit executive"; "operating budget exceeding $1M"
JM-LCTJ-elgin-sr-dir	creative-admin	ADM	Senior Director of Performing Arts	Elgin Community College	Elgin, IL	LCTJ	https://jobs.leagueofchicagotheatres.org/job/elgin-community-college-chicago-full-time-senior-director-of-performing-arts/	2026-09-11	2026-09-20	$84,923-$113,000	senior	live	direct			"Graduate degree in arts, nonprofit administration, business, or related field; or a bachelor's degree with experience"
JM-OSJ-woodford-mdd	creative-admin	ADM	Managing Development Director	Woodford Theatre	Versailles, KY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72564	2026-08-23	2026-09-20	$45,000-$50,000 annually	mid	live	email			"2-3 years experience in nonprofit middle management, executive leadership, or operations management"; "Bachelor's degree (or equivalent experience)"; "POS and CRM"
JM-PB-hktour-cm	creative-admin	ADM	Company Manager - Hell's Kitchen Tour	HK Tour LLC	National tour; New York, NY	PB	https://playbill.com/job/company-manager-hells-kitchen-tour/0fe33c9f-5394-4f5e-af4c-07dd5c19c7b3	2026-09-02	2026-09-20	$2,250-$2,750/month	mid	live	direct			"minimum of four (4) years of experience on touring or Broadway productions"; "Microsoft Suite, Adobe, Mac systems, and Google Suite"
JM-PB-bernardin-cm	creative-admin	ADM	Company Manager (Various Projects)	Evan Bernardin Productions	New York, NY / project-based	PB	https://playbill.com/job/company-manager-various-projects/8552faca-83d8-4d5c-8a56-8d8cc11211c1	2026-09-16	2026-09-20	$1,100-$1,500/week	mid	live	email			"Previous experience as a Company Manager, Assistant Company Manager, Stage Manager, or comparable theatrical management role"
JM-PB-stomp-acm	creative-admin	ADM	Assistant Company Manager - STOMP North American tour	STOMP Company LP	US/Canada national tour	PB	https://playbill.com/job/assistant-company-manager-north-american-touring-production-of-stomp/3d3c0e2c-65f2-4182-92bb-61b809095ac7	2026-08-07	2026-09-20	$1,175/week + $399/week per diem; housing	associate	live	email			"theater management experience"; "valid driver's license"; "passport valid for international travel"; full vaccination/booster per STOMP policy
JM-PB-hadestown-acm	creative-admin	ADM	Assistant Company Manager - Hadestown Second National Tour	Spring Will Come Again LLC	National tour; New York, NY	PB	https://playbill.com/job/assistant-company-manager/ba3b624e-f68c-4fa4-ad6e-8efdc44c0fe2	2026-08-05	2026-09-20	$950/week	associate	live	email			"Experience on a national tour"; "Proficiency in Microsoft Office Suite"
JM-PB-mystic-cm	creative-admin	ADM	Company Manager - Mystic Pizza	Mystic Pizza LLC / Big League Productions	National tour; NYC rehearsal, Elmira tech	PB	https://playbill.com/job/seeking-company-manager-mystic-pizza/96883e72-2449-4318-bd31-64a75ba0b83e	2026-08-05	2026-09-20	$1,100/week starting, increasing with experience	mid	live	email			"Previous touring experience preferred"; "valid US driver's license"
JM-PB-clue-acm	creative-admin	ADM	Assistant Company Manager - CLUE 2nd National Tour	Work Light Productions	Tour; Summit, NJ	PB	https://playbill.com/job/assistant-company-manager-clue-ne-2nd-national-tour/b1972ebc-4fd6-42d2-a655-83747b784b85	2026-09-18	2026-09-20	$800/week minimum + $55/day per diem	associate	live	email			"Has touring experience"; "Knowledge of Microsoft Office (Word, Excel)"
JM-PB-pasadena-cm	creative-admin	ADM	Company Manager	Pasadena Playhouse	Pasadena, CA	PB	https://playbill.com/job/company-manager/e7fdb185-f062-47ac-8d41-39f2564acbdd	2026-08-07	2026-09-20	$26/hr	mid	live	email			"1-2 years of professional theatrical experience"; "Google Suite and Microsoft systems proficiency"; "Valid Driver's License"
JM-PB-thresh-gcm	creative-admin	ADM	General/Company Manager	Thresh Dance	New York, NY (weekly virtual, occasional in-person)	PB	https://playbill.com/job/general-company-manager/9f4e44ea-d821-4bc7-b967-2abefcda32b1	2026-09-02	2026-09-20	$30/hour (approx 30 hrs/month)	mid	live	email			"3-5+ years of experience in company or general management, event production, and arts administration"; "Monday.com"
JM-OSJ-significant-box-mgr	creative-admin	ADM	Manager, Box Office and Sales	Significant Productions, Inc.	The Villages, FL	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72649	2026-09-09	2026-09-20	$60,000-$65,000 annually	mid	live	direct	operations-safety		"2+ years experience in box office/ticketing operations"; "ticketing platforms, CRM/patron database management, and seat-map tools"; "Excel/Sheets, basic SQL"
JM-PB-longwharf-gma	creative-admin	ADM	General Management Associate	Long Wharf Theatre	New Haven, CT	PB	https://playbill.com/job/general-management-associate/43697bd5-3370-4f88-b3d2-ccfc1a9e0b79	2026-06-23	2026-09-20	$48,000-$55,000 annually	associate	live	email			"1-3 years of experience in arts administration, general management, company management, operations, or a related field"; union environments preferred
JM-OSJ-3dx-admin-dir	creative-admin	ADM	Administrative Director	3DX Scenic	Blue Ash, OH	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72677	2026-09-14	2026-09-20	$23-25/hour	mid	live	email			
JM-AAJ-globalelite-dir-client	creative-admin	ADM	Director of Client Partnerships & Growth	Global Elite Arts and Culture Exchange	DMV/NYC required, 75-80% travel (board remote claim refused 2026-09-20)	AAJ	https://artsadminjobs.com/job/global-elite-arts-and-culture-exchange-nyc-dc-24-director-of-client-partnerships-growth-2/	2026-09-20	2026-09-20	$50,000 base + performance incentive	senior	live	email			"3+ years of experience in sales or partnerships"
JM-AAJ-los-angeles-chamber-orchestra-general-manager	creative-admin	ADM	General Manager	Los Angeles Chamber Orchestra	Los Angeles, CA; hybrid remote & office	AAJ	https://artsadminjobs.com/job/los-angeles-chamber-orchestra-los-angeles-ca-24-general-manager/	2026-09-23	2026-09-24	$125,000.00 - $135,000.00	senior	live	direct		hybrid	
JM-AAJ-smith-center-for-the-arts-executive-director	creative-admin	ADM	Executive Director	The Smith Center for the Arts	Geneva, NY; in-office (within 90 miles of Rochester)	AAJ	https://artsadminjobs.com/job/the-smith-center-for-the-arts-geneva-ny-24-executive-director-2/	2026-09-21	2026-09-24	$80,000.00 - $120,000.00	senior	live	direct		home	"Computer literacy and competency with electronic donor tracking systems"
JM-AAJ-chorus-america-membership-experience-manager	creative-admin	ADM	Membership Experience Manager	Chorus America	Remote - continental United States; occasional travel to annual Conference	AAJ	https://artsadminjobs.com/job/chorus-america-remote-33-membership-experience-manager/	2026-08-12	2026-09-24	$28-$30/hr	mid	live	direct		remote	
JM-AAJ-wolf-performing-arts-center-director-finance-operations	creative-admin	ADM	Director of Finance and Operations	Wolf Performing Arts Center	Bryn Mawr, PA; split time working from home and Bryn Mawr office	AAJ	https://artsadminjobs.com/job/wolf-performing-arts-center-bryn-mawr-pa-24-director-of-finance-and-operations/	2026-09-04	2026-09-24	$65,000.00 - $72,000.00	senior	live	direct		hybrid	
JM-PB-overture-global-entertainment-digital-content-marketing-manager	creative-admin	ADM	Digital Content & Marketing Manager (Contract)	Overture Global Entertainment	Fully remote; 10-12 hours/week; Sep 8-Dec 31, 2026	PB	https://playbill.com/job/digital-content-and-marketing-manager-contract/c7033869-7c7a-4264-be7c-3886398d30a3	2026-09-05	2026-09-24	$30.00 per hour	contract	live	direct		remote	"Updating Squarespace website content as needed"; "working knowledge of Instagram, Facebook, TikTok and Photoshop"; "Knowledge of Canva, Final Cut, Meta Business Suite and Squarespace strongly preferred"
JM-CS-hellskitchen-company-manager	creative-admin	ADM	HK Tour - Company Manager	Hell's Kitchen	National tour; New York-based production and extensive travel obligations	CS	https://hellskitchen.bamboohr.com/careers/58	2026-09-01	2026-09-24		mid	live	direct			"Microsoft Suite, Adobe, Mac systems, and Google Suite preferred"
JM-CS-lct-assistant-theater-manager	creative-admin	ADM	Assistant Theater Manager, LCT3 / Claire Tow Theater	Lincoln Center Theater	New York, NY; six days/week, daytime administration plus evening/weekend performances	CS	https://lct.bamboohr.com/careers/76	2026-08-20	2026-09-24	$60,000.00 – $60,000.00 per year	entry	live	direct			"Familiarity with Microsoft Excel and payroll-related skills"
JM-CS-lct-development-associate-special-events	creative-admin	ADM	Development Associate, Special Events	Lincoln Center Theater	New York, NY; on-site event support and occasional evening/weekend work	CS	https://lct.bamboohr.com/careers/80	2026-08-26	2026-09-24	$62,000-$65,000	associate	live	direct			
JM-CS-roundabout-todd-haimes-company-manager	creative-admin	ADM	Company Manager, Todd Haimes Theatre	Roundabout Theatre Company	New York, NY; performance schedule includes evenings/weekends/holidays	CS	https://www.roundabouttheatre.org/careers/company-manager-todd-haimes-theatre/	2026-07-24	2026-09-24	$1750 w/k and $2050 w/k	mid	live	direct			"Mastery of Excel and Word programs a must"
JM-CS-roundabout-steinberg-company-manager	creative-admin	ADM	Company Manager, Steinberg Center	Roundabout Theatre Company	New York, NY; six-day schedule including weekend/evening/holiday hours	CS	https://www.roundabouttheatre.org/careers/company-manager-steinberg-center/	2026-07-24	2026-09-24	$70,000–$77,000 yearly	mid	live	direct			"Proficiency in Excel"
JM-AS-newport-opera-house-association-executive-director	creative-admin	ADM	Executive Director	Newport Opera House Association	Newport, NH; in-person community leadership with regular evenings/weekends	AS	https://artjobs.artsearch.us/job/executive-director-7/	2026-09-15	2026-09-24	$52,000 commensurate with experience	senior	live	direct			"Experience with QuickBooks, Arts People or similar ticketing/CRM systems, digital marketing, and grant management"
JM-CS-steel-river-playhouse-executive-director	creative-admin	ADM	Executive Director	Steel River Playhouse	Pottstown, PA; primarily in person; relocation assistance not offered	CS	https://portal.philaculture.org/what-we-do/job-bank/executive-director-164	2026-09-15	2026-09-24	$70,000 – $90,000 per year	senior	live	direct			
JM-CS-opera-saratoga-general-director	creative-admin	ADM	General Director	Opera Saratoga	Saratoga Springs, NY; year-round residence in Capital Region required	CS	https://www.operasaratoga.org/generaldirectorposting	2026-09-15	2026-09-24	$105,000 - $120,000 annually	senior	live	direct			
JM-PND-los-angeles-ballet-chief-development-officer	creative-admin	ADM	Chief Development Officer	Los Angeles Ballet	Los Angeles, CA; full-time arts nonprofit leadership	PND	https://jobs.philanthropy.com/job/53351/chief-development-officer/	2026-08-21	2026-09-24	$150,000	senior	live	direct			
JM-PND-school-american-ballet-chief-development-marketing-officer	creative-admin	ADM	Chief Development and Marketing Officer	School of American Ballet	New York, NY; full-time, on-site institutional leadership	PND	https://jobs.philanthropy.com/job/52897/chief-development-and-marketing-officer/	2026-07-08	2026-09-24		senior	live	direct			
JM-AFP-ballet-hispanico-director-development	creative-admin	ADM	Director of Development	Ballet Hispánico	New York, NY; on-site arts institution and touring company	AFP	https://careers.afpglobal.org/job/director-of-development-new-york-new-york-3557		2026-09-24		senior	live	direct			
JM-SL-chrysalis-theatre-manager-administrator	creative-admin	ADM	Theatre Manager/Administrator	Chrysalis Theatre	United Kingdom, South East; location-specific, no remote claim in body	SL	https://stagelync.com/pro/jobs-and-auditions/p-theatre-manageradministrator-job	2026-09-24	2026-09-24		mid	live	direct			
