id	role_id	lane	title	org	location	site	url	posted	first_seen	salary	level	status	friction	also_lanes	accessibility	requirements
JM-OSJ-asolo-psc	drafting-design	DFT	Properties and Scenic Craftsperson (IATSE 412)	Asolo Repertory Theatre	Sarasota, FL	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72194	2026-06-18	2026-08-06	$22-25/hr + OT + PTO	mid	live	email			
JM-PB-actco-tss	drafting-design	DFT	Touring Scenic Supervisor	The Acting Company	New York, NY	PB	https://playbill.com/job/touring-scenic-supervisor/ddcd1c03-b5eb-4551-bd2e-4c5f648ecf80	2026-06-29	2026-08-06		mid	gone	direct			
JM-OSJ-mtc-props	drafting-design	DFT	Props (Harmony)	Music Theater of Connecticut	Norwalk, CT	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72459	2026-08-04	2026-08-06	$500 flat	contract	live	email			
JM-OSJ-wppac-pd	drafting-design	DFT	Prop Designer (Dear Evan Hansen)	White Plains Performing Arts Center	White Plains, NY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=57126	2026-07-08	2026-08-06	$1,500 flat	contract	live	email			
JM-OSJ-ampa-pmtd	drafting-design	DFT	Prop Master/Technical Director/Fabricator	Ampa Events	Henrico, VA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=71823	2026-07-22	2026-08-06	$65,000-75,000	senior	live	email			
JM-OSJ-ampa-apm	drafting-design	DFT	Assistant Prop Master	Ampa Events	Henrico, VA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72240	2026-07-22	2026-08-06	$50,000-60,000	mid	live	email			
JM-MB-smu-props	drafting-design	DFT	Prop Master: Creative Theatre Production & Craft (Prop Supervisor, Meadows School of the Arts)	Southern Methodist University	Dallas, TX	MB	https://www.mediabistro.com/jobs/3542903094-prop-master-creative-theatre-production-craft	2026-08-25	2026-09-01	$55,000-75,000	senior	live	direct			
JM-AS-tworiver-lpa	drafting-design	DFT	Lead Properties Artisan	Two River Theater	Red Bank, NJ	AS	https://artjobs.artsearch.us/job/lead-properties-artisan/	2026-07-28	2026-09-09		mid	live	direct			
JM-SL-gulfshore-ps	drafting-design	DFT	Props Supervisor	Gulfshore Playhouse	Naples, FL	SL	https://stagelync.com/pro/jobs-and-auditions/p-props-supervisor	2025-04-22	2026-09-09		mid	live	gated			"dynamic, detail-oriented and organized individual to serve as Props Supervisor"
JM-SL-uva-psa	drafting-design	DFT	Props Supervisor and Artisan	University of Virginia, Dept. of Drama	Charlottesville, VA	SL	https://stagelync.com/pro/jobs-and-auditions/p-props-supervisor-and-artisan-creative-role	2024-11-12	2026-09-09		mid	gone	gated			
JM-JE-barrington-pa	drafting-design	DFT	Properties Artisan (x2 openings)	Barrington Stage Company	Pittsfield, MA	JE	https://jobera.com/job/barringtonstageco-properties-artisan-a4a042cf/	2026-01-26	2026-09-09	$16-17/hr	entry	gone	direct			
JM-OSJ-upstaging-rd	drafting-design	DFT	Rigging Designer (CAD Draftsperson + Project Coordinator)	Upstaging, Inc.	Sycamore, IL	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72387	2026-07-22	2026-09-09	$60,000-90,000	senior	live	email	technical-director		"2+ years of experience in CAD drafting, entertainment rigging, structural drafting, theatrical production, or related technical field"; "Vectorworks or another professional CAD software"; "Braceworks"
JM-OSJ-rrd-draft	drafting-design	DFT	Draftsperson	Studio RRD Inc.	New York, NY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72445	2026-07-31	2026-09-09	$30-45/hr	mid	live	email			
JM-OSJ-craterian-tdlc	drafting-design	DFT	Technical Director / Lead Carpenter	Teen Musical Theater of Oregon / Craterian Performances	Medford, OR	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72662	2026-09-10	2026-09-18	$48,000 annually + health insurance	senior	live	direct			
JM-OSJ-osf-csa	drafting-design	DFT	Charge Scenic Artist	Oregon Shakespeare Festival	Ashland, OR	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72679	2026-09-14	2026-09-18	$38.95/hr	senior	live	direct			
JM-OSJ-vista-csd	drafting-design	DFT	Carpenter / Welders / Scenic Artists / Drafters	Vista Scenic Works	Oxford, CT	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=71303	2026-07-22	2026-09-18		mid	live	email			
JM-PB-jmu-td-dft	drafting-design	DFT	Technical Director - School of Theatre and Dance (also rowed in technical-director; DFT row retained for scenic/drafting duties)	James Madison University	Harrisonburg, VA	PB	https://playbill.com/job/technical-director-school-of-theatre-and-dance/de1bf827-afeb-4eb0-a59c-9584bb787ead	2026-09-18	2026-09-18	$55,000-63,000	senior	live	direct	technical-director		
JM-PB-butte-designer	drafting-design	DFT	Designer/Builder for Winter Wonderettes	Green Glass Productions / The Butte Theater	Cripple Creek, CO	PB	https://playbill.com/job/designer-builder-for-winter-wonderettes/9ea9341d-873b-4964-9e7b-7cab833a1c8e	2026-08-21	2026-09-18	$1,500-2,500 per show	contract	live	email			
JM-PB-rrd-design-associate	drafting-design	DFT	Design Associate	Studio RRD Inc.	New York, NY	PB	https://playbill.com/job/design-associate/6650fa5f-b9b1-4d08-a553-834b53c8936b	2026-07-31	2026-09-18	$40-65/hr	associate	live	email			
JM-TAIT-gallagher-pdd	drafting-design	DFT	Production Designer/Drafter	TAIT / Gallagher Staging	La Mirada, CA	TAIT	https://jobs.jobvite.com/tait-internal/job/oBqVzfwf	2026-09-18	2026-09-18	$100,000-120,000	senior	live	direct			"SolidWorks"; "Vectorworks"; "high school diploma or equivalent"; "minimum 4 years related work experience"
JM-ATOMIC-drafter-manager	drafting-design	DFT	Manager, Assistant Project Managers & Drafter-Detailers	ATOMIC Design	Lititz, PA	ATOMIC	https://www.atomicdesign.tv/careers/manager-assistant-project-managers-drafter-detailers/	2026-09-18	2026-09-18	$85,000-105,000	senior	live	direct			"Vectorworks or other CAD programs"; "bachelor's degree in Technical Direction or related field"; "5 years technical design"; "2+ years team leadership"
JM-ATOMIC-mods-designer	drafting-design	DFT	Designer - Modular Systems	ATOMIC Design	Lititz, PA	ATOMIC	https://www.atomicdesign.tv/careers/designer-modular-systems/	2026-09-18	2026-09-18		mid	live	direct			
JM-ATOMIC-mods-assistant	drafting-design	DFT	Assistant Designer - Modular Systems	ATOMIC Design	Lititz, PA	ATOMIC	https://www.atomicdesign.tv/careers/assistant-designer-modular-systems/	2026-09-18	2026-09-18		associate	live	direct			
JM-PRG-technical-designer-5949	drafting-design	DFT	Technical Designer	PRG Scenic	New Windsor, NY	PRG	https://careers-prg.icims.com/jobs/5949/technical-designer/job	2026-07-29	2026-09-18	$65,000-85,000	mid	live	direct			"AutoCAD 3D"; "Inventor or SolidWorks"; "bachelor's degree in technical theater or engineering"; "3-5 years industry experience"
JM-JM-cad-detailer-2206	drafting-design	DFT	CAD Detailer - Experiential & Events	Jack Morton Worldwide	Addison, IL / Dayton, NJ / North Las Vegas, NV / Remote USA	JM	https://job-boards.greenhouse.io/jackmortonworldwide/jobs/4384092009	2026-09-18	2026-09-18		mid	live	direct		remote	
JM-JM-senior-cad-2205	drafting-design	DFT	Senior CAD Detailer - Experiential & Events	Jack Morton Worldwide	Addison, IL / Dayton, NJ / North Las Vegas, NV / Remote USA	JM	https://job-boards.greenhouse.io/jackmortonworldwide/jobs/4384079009	2026-09-18	2026-09-18		senior	live	direct		remote	
JM-JM-cad-manager-1871	drafting-design	DFT	CAD Detailing Manager - Exhibits & Experiential Environments	Jack Morton Worldwide	North Las Vegas, NV	JM	https://job-boards.greenhouse.io/jackmortonworldwide/jobs/4366328009	2026-09-18	2026-09-18		senior	live	direct			
JM-JM-cnc-detailer-1891	drafting-design	DFT	CNC Programmer / Detailer (Trade Shows & Events)	Jack Morton Worldwide	Oakville, Ontario, Canada	JM	https://job-boards.greenhouse.io/jackmortonworldwide/jobs/4384361009	2026-08-26	2026-09-18		mid	live	direct			
JM-SEGD-eai-exhibit	drafting-design	DFT	Exhibit Designer	Eisterhold Associates Inc.	Kansas City, MO (board card says Remote; employer feed says Kansas City)	SEGD	https://jobs.segd.org/job/exhibit-designer-1265	2026-09-18	2026-09-18	$85,000-125,000	mid	live	email			
JM-SEGD-maven-std	drafting-design	DFT	Senior Technical Designer	Maven	Denver, CO (board card says Remote; employer feed says Denver - remote tag refused again 2026-09-20)	SEGD	https://jobs.segd.org/job/senior-technical-designer-1285	2026-09-18	2026-09-18	$65,000-80,000	senior	live	direct			"AutoCAD"; "Adobe Illustrator preferred"; "SketchUp beneficial"; "minimum 5 years producing AutoCAD technical documentation"
JM-ENCORE-cad-mgm	drafting-design	DFT	CAD Specialist II, Audio Visual - MGM Grand	Encore Global	Las Vegas, NV	ENCORE	https://jobs.encoreglobal.com/en/job/las-vegas/cad-specialist-ii-audio-visual-mgm-grand/6228/99163411648	2026-08-13	2026-09-18	$24.98-32.38/hr	mid	live	direct			"AutoCAD"; "Vectorworks"; "3 years experience in drafting"
JM-FACTORY360-freelance-3d	drafting-design	DFT	Freelance 3D Experiential Designer (employer page dated 2022 - staleness flagged 2026-09-20)	Factory 360	NYC or Miami / Remote	F360	https://factory360.com/careers/freelance-3d-experiential-designer/	2026-09-18	2026-09-18		contract	live	email		remote	
JM-GRADIENT-senior-exp-designer	drafting-design	DFT	Senior Experiential Designer	Gradient Experience	New York / Los Angeles / Miami / global	GRAD	https://www.gradientexperience.com/careers	2026-09-18	2026-09-18		mid	live	direct			
JM-OSJ-juilliard-asca	drafting-design	DFT	Assistant Scenic Charge Artist	The Juilliard School	New York, NY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72495	2026-09-19	2026-09-19	$39.50/hr	mid	live	direct			
JM-OSJ-cornish-td-hourly	drafting-design	DFT	Technical Director (hourly config; possible same requisition as the salaried Seattle U posting in technical-director - open ruling 2026-09-20)	Cornish College at Seattle University	Seattle, WA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72575	2026-09-16	2026-09-19	$37.00/hr	senior	live	email	technical-director		
JM-OSJ-barrington-td	drafting-design	DFT	Technical Director	Barrington Stage Company	Pittsfield, MA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72627	2026-09-02	2026-09-19	$1,200-$1,300/week	senior	live	email	technical-director		
JM-OSJ-pepperdine-sa	drafting-design	DFT	Scenic Artist	Pepperdine University	Malibu, CA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72589	2026-09-19	2026-09-19	$30.00/hr, 28 hrs/wk	contract	live	email			"Undergraduate degree in Theatre preferred"; scenic painting, color mixing, texture work
JM-OSJ-centerstage-lp	drafting-design	DFT	Lead Painter	Centerstage Global	Calumet City, IL	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72583	2026-09-19	2026-09-19	$30-$35/hr	contract	live	email			
JM-OSJ-l3d-sa	drafting-design	DFT	Scenic Artists	L3D	Tinley Park, IL	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72574	2026-09-19	2026-09-19	$26-$35/hr	contract	live	email			
JM-OSJ-bristol-sp	drafting-design	DFT	Scenic Painter	Bristol Riverside Theatre	Bristol, PA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72651	2026-09-19	2026-09-19	$28.09/hr	contract	live	email			
JM-ASG-asg-cad-revit	drafting-design	DFT	CAD/Revit Mechanical Designer	Advanced Systems Group (ASG)	Remote, US	ASG	https://jobs.ashbyhq.com/advanced-systems-group/9a0802cf-7811-4b96-9a7f-38069d8e8387	2026-08-14	2026-09-20	$70,000-$100,000 USD per year	senior	live	direct		remote	"AutoCAD"; "Revit"; "Associate's or Bachelor's degree in Engineering, Drafting, Design, or related technical field - or equivalent"; "minimum 3 years producing mechanical documentation"
JM-CGW-waveguide-assoc-av	drafting-design	DFT	Associate AV Designer - Remote	Compass Group / Waveguide	Remote, US	CGW	https://careers.compass-usa.com/associate-av-designer-remote/job/351D1AB206C2A3BE017507A8306F00B8	2026-09-04	2026-09-20	$65000 - $75000 / year + 5% Bonus	associate	live	direct		remote	"AutoCAD"; "Revit preferred (not required)"; "relevant two-year technical degree or higher"; "1-2 years related experience"; "CTS"
JM-TSJB-pineapple-cad-drafter	drafting-design	DFT	CAD Drafter / Detailer	The Pineapple Agency (SkyPoint Studios)	Las Vegas, NV	TSJB	https://tradeshowjobboard.com/job/cad-drafter-las-vegas/	2026-04-17	2026-09-20		mid	live	email			"Vectorworks"; "MS Office"; "BA/BFA preferred or experience in lieu"; "2-3 years detailer work preferred"
JM-TIC-2d-vectorworks-drafter	drafting-design	DFT	2D Vectorworks Drafter	The Imagination Collaborative	Not stated	TIC	https://www.theimaginationcollaborative.com/opportunities		2026-09-20		contract	live	direct			"Vectorworks"; "Vectorworks Design Suite"; "event overlay and event-structure design experience"
JM-BWW-tomcarroll-td	drafting-design	DFT	Technical Designer	Tom Carroll Scenery	Jersey City, NJ	BWW	https://www.broadwayworld.com/job/technical-designer-10483	2026-07-15	2026-09-20	$50,000-$65,000 annually, based on experience	mid	live	email			"AutoCAD"; "bachelor's degree or equivalent professional experience preferred"; "scenic fabrication/exhibits/millwork experience preferred"
JM-JMW-cad-detailing-mgr-4392	drafting-design	DFT	CAD Detailing Manager - Exhibits & Experiential Environments (new Greenhouse id; probable re-post of 4366328009 - flagged 2026-09-20)	Jack Morton Worldwide	North Las Vegas, NV	JMW	https://job-boards.greenhouse.io/jackmortonworldwide/jobs/4392656009	2026-09-02	2026-09-20		senior	live	direct			"AutoCAD"; "trade school certification, Associate's, Bachelor's, or equivalent professional experience preferred"; "significant CAD detailing/exhibit/custom fabrication experience"; "team leadership"
JM-SEGD-dimension-egd	drafting-design	DFT	Environmental Graphic Designer	Dimension, Inc.	Baltimore, MD	SEGD	https://jobs.segd.org/job/environmental-graphic-designer-baltimore-maryland-1275	2026-07-17	2026-09-20	$60,000 - $70,000 Per Year	mid	live	gated		hybrid	"Vectorworks or similar"; "Adobe Creative Suite"; "degree in Environmental/Industrial/Graphic Design, Architecture, or related field or equivalent"
JM-FORDHAM-scenic-artist	drafting-design	DFT	Scenic Artist (3 vacancies, 19 hrs/wk)	Fordham University	New York, NY (Lincoln Center)	FORDHAM	https://careers.fordham.edu/postings/11748	2026-09-02	2026-09-20	$35/hour	contract	live	direct			"High school diploma or equivalent"; "minimum 3 years professional scenic-art/theatrical painting experience"
JM-OSJ-stnj-scenic-charge	drafting-design	DFT	Scenic Charge Artist	The Shakespeare Theatre of New Jersey	Florham Park / Madison, NJ	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72173	2026-08-17	2026-09-20	$25-$30/hour plus overtime	mid	live	email			"faux stone/wood, foam carving, backdrop prep/painting"
JM-CS-compass-waveguide-av-designer	drafting-design	DFT	AV Designer	Compass Group / Waveguide	Remote, North Carolina, US	CS	https://careers.compass-usa.com/av-designer/job/F15D32D16D6BFB5AED7F41AD66DEE74B		2026-09-24	$78000 - $88000 / year	mid	live	direct		remote	"3-4 years of related professional experience in building engineering and design (electrical engineering, mechanical engineering, audiovisual and low voltage systems or similar)"; "Experience with both AutoCAD and Revit design software required"
JM-CS-adirondack-technical-designer	drafting-design	DFT	Themed Entertainment – Technical Designer – Project-Based	Adirondack Studios	Argyle, NY	CS	https://themedentertainmentjobs.com/job/themed-entertainment-technical-designer-project-based-argyle-ny-headquarters/		2026-09-24	$25.00- $30.00 per hour	associate	live	direct			"Familiarity with industry design software such as AutoCAD, Inventor, SolidWorks, and/or other parametric modeling software is desired"; "Technical designers fulfill project requirements such as shop drawings, models, narratives, sketches, and engineering documentation"
JM-CS-zach-assistant-technical-director	drafting-design	DFT	Assistant Technical Director	ZACH Theatre	Austin, TX	CS	https://www.zachtheater.org/about-zach/find-your-role/working-at-zach/		2026-09-24	$49,000-57,000 per year	associate	live	direct			"3 years of experience using AutoCAD for drafting and 3D modeling"; "Advanced AutoCAD drafting and 3D modeling skills with the ability to translate artistic designs into buildable technical solutions"; "Bachelor’s degree in Technical Theater, Technical Direction, or a related field preferred"
JM-CS-scene-shift-scenic-design-assistant	drafting-design	DFT	Scenic Design Assistant	Scene Shift Collective	Los Angeles, CA / projects beyond	CS	https://www.scene-shift.com/join-scene-shift-collective-scenic-design-jobs		2026-09-24	Salary will be discussed per applicant	associate	live	gated			"strong knowledge/experience in AutoCAD"; "3d modeling in Sketch Up and Rhino 3d"; "3d modeling in Sketch Up and Rhino 3d"
