id	role_id	lane	title	org	location	site	url	posted	first_seen	salary	level	status	friction	also_lanes	accessibility	requirements
JM-OSJ-shenandoah-ss	audio-sound	AUD	Sound Supervisor for Theatre Facilities	Shenandoah Conservatory	Winchester, VA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72383	2026-07-22	2026-08-04	$45,000-50,000	mid	live	email			
JM-PB-natour-fohpm	audio-sound	AUD	FOH Audio and Production Manager	Upcoming North American Tour	New York, NY	PB	https://playbill.com/job/foh-audio-and-production-manager/f218d4b2-f364-482a-9632-4370c5bacf1e	2026-08-03	2026-08-04		mid	live	email	production-manager		
JM-OSJ-barrington-ae	audio-sound	AUD	Audio Engineer (A1) - St. Germain Stage	Barrington Stage Company	Pittsfield, MA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72470	2026-08-05	2026-08-06	$17-18/hr	entry	live	email			
JM-OSJ-cedarpoint-tech	audio-sound	AUD	Halloween Live Show Technicians (Audio track)	Cedar Point Live Entertainment	Sandusky, OH	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=60986	2026-08-03	2026-08-06	$18/hr	contract	live	email			
JM-OSJ-frost-a1	audio-sound	AUD	Freelance A1 Audio Engineer	Frost Productions	Stoughton, MA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72417	2026-07-28	2026-08-06	$35-45/hr	contract	live	email			
JM-OSJ-frost-a2	audio-sound	AUD	Freelance A2 Audio Engineer	Frost Productions	Stoughton, MA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72418	2026-07-28	2026-08-06	$32-42/hr	contract	live	email			
JM-OSJ-fairlawn-slt	audio-sound	AUD	Sound + Lighting Technicians (Per Diem)	Borough of Fair Lawn	Fair Lawn, NJ	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72375	2026-07-22	2026-08-06	$20-25/hr	contract	live	email	electrician		
JM-PB-public-ha	audio-sound	AUD	Head Audio	The Public Theater	New York, NY	PB	https://playbill.com/job/head-audio/9332e424-5a15-4f7f-ab93-869aee5bcc8e	2026-06-01	2026-08-06		senior	live	direct			
JM-PB-woolly-as	audio-sound	AUD	Audio Supervisor	Woolly Mammoth Theatre Company	Washington, DC	PB	https://playbill.com/job/audio-supervisor/d318fe44-a497-42b0-8bb3-cc3e8f7468f7	2026-06-30	2026-08-06		senior	live	direct			
JM-PB-mccarter-ss	audio-sound	AUD	Sound Supervisor	McCarter Theatre Center	Princeton, NJ	PB	https://playbill.com/job/sound-supervisor/979633dc-c7ef-49c5-b209-ee596d3b7b47	2026-04-24	2026-08-06		mid	live	direct			
JM-PB-barrington-aas	audio-sound	AUD	Assistant Audio Supervisor	Barrington Stage Company	Pittsfield, MA	PB	https://playbill.com/job/assistant-audio-supervisor/dc842944-0bd7-4035-9317-4a0fef679f80	2026-04-10	2026-08-06	$850-950/wk	associate	live	direct			
JM-PB-gfour-a1	audio-sound	AUD	A1 (Lead Audio Engineer) - Touring Production	GFour Productions	New York, NY	PB	https://playbill.com/job/a1-lead-audio-engineer---touring-production/50aefe88-e244-4dfd-ae55-db56e56da8f3	2026-07-23	2026-08-06	weekly + $50/day per diem	contract	live	direct			
JM-PB-msm-avl	audio-sound	AUD	Audio/Video Lead	Manhattan School of Music	New York, NY	PB	https://playbill.com/job/audio-video-lead/d7e2092e-da58-46fd-938f-dfad3ab98a38	2026-06-22	2026-08-06		mid	live	direct			
JM-PB-hhn-avt	audio-sound	AUD	Touring Audio/Video Technician (PB cross-post)	The Hip Hop Nutcracker	New York, NY	PB	https://playbill.com/job/touring-audio-video-technician/a4972901-b53e-44d2-965f-92475aacee32	2026-07-27	2026-08-06	$1,200/wk	mid	live	direct			
JM-PB-networks-gatsby-ha	audio-sound	AUD	Immediate Hire - Head Audio, The Great Gatsby National Tour (PB cross-post)	NETworks Presentations	Columbia, MD	PB	https://playbill.com/job/immediate-hire-head-audio---the-great-gatsby-national-tour/1a3e0cc1-4b87-4a98-b1e4-bbc278a388fe	2026-07-23	2026-08-06	$1,600/wk	mid	live	direct			
JM-SL-cape-cas	audio-sound	AUD	Co-Audio Supervisor	Cape Playhouse	Dennis, MA	SL	https://stagelync.com/pro/jobs-and-auditions/p-audio-supervisor43	2025-12-09	2026-09-09	$22.00/hr	mid	live	gated			
JM-SL-stages-as	audio-sound	AUD	Audio Supervisor	STAGES St. Louis	Chesterfield, MO	SL	https://stagelync.com/pro/jobs-and-auditions/p-audio-supervisor-for-professional-musical-theater-season	2026-03-28	2026-09-09		mid	live	gated			
JM-PB-luminiscence-a1	audio-sound	AUD	Lead Technician A1 for Luminiscence: A 360 Immersive Show	Luminiscence	New York, NY	PB	https://playbill.com/job/lead-technician-a1-for-luminiscence-a-360o-immersive-show/fc4efc4c-da95-4222-b7cd-c41eaf9bf677	2026-09-16	2026-09-18	$50.00-$70.00/hr	contract	live	email			
JM-PB-vanguard-sda1	audio-sound	AUD	Sound Designer/A1 - Upcoming Season	Vanguard Theater Company	Montclair, NJ	PB	https://playbill.com/job/seeking-sound-designers-a1-for-upcoming-season/b7a889b7-3bc3-4962-8a32-58b59e71036d	2026-09-10	2026-09-18	$1,750-$2,000/gig	contract	live	direct			
JM-SL-backfuture-ha	audio-sound	AUD	Head Audio (A1) - Back to the Future Tour	Back to the Future Tour	New York, NY	SL	https://stagelync.com/pro/jobs-and-auditions/p-head-audio-a1-back-to-the-future-tour	2026-09-17	2026-09-18		contract	live	gated			
JM-SL-sunkicks-a1	audio-sound	AUD	Audio A1 - The Sunkicks: Home for the Holidays National Tour	The Sunkicks	Hudson, FL	SL	https://stagelync.com/pro/jobs-and-auditions/p-audio-a1-wanted-for-seasonal-holiday-national-tour	2026-09-18	2026-09-18		contract	live	gated			
JM-SL-stc-avs	audio-sound	AUD	Audio/Video Supervisor	Shakespeare Theatre Company	Washington, DC	SL	https://stagelync.com/pro/jobs-and-auditions/p-audiovideo-supervisor	2026-09-18	2026-09-18	$80,000-$84,000	senior	live	gated			
JM-SL-theatercenter-a1	audio-sound	AUD	A1 Sound Engineers - Shows and Special Events	Theater Center	New York, NY	SL	https://stagelync.com/pro/jobs-and-auditions/p-a1-sound-engineers	2026-09-08	2026-09-18	$100/perf; $50/hr corporate/special events	contract	live	gated			
JM-SL-mccarter-ss	audio-sound	AUD	Sound Supervisor	McCarter Theatre Center	Princeton, NJ	SL	https://stagelync.com/pro/jobs-and-auditions/p-sound-supervisor-37hr-full-benefits-live-mixing-dante-systems-princeton-nj	2026-09-17	2026-09-18	$37/hr + full benefits	mid	live	gated			
JM-PB-stomp-ha	audio-sound	AUD	Head Audio - North American Touring Production of STOMP	The STOMP Company LP	New York, NY	PB	https://playbill.com/job/head-audio-north-american-touring-production-of-stomp/193b1237-99fa-4273-8313-0a7d846dc2ac	2026-08-06	2026-09-18	$1,250/wk + $399/wk per diem	contract	live	email			
JM-PB-theatreworks-ss	audio-sound	AUD	Sound Supervisor	TheatreWorks Silicon Valley	Redwood City, CA	PB	https://playbill.com/job/sound-supervisor/c6f5ac0d-fbbb-4d5d-9998-cdd1e7791b9b	2026-08-26	2026-09-18	$25-$29/hr	contract	live	email			
JM-PB-fireside-avs	audio-sound	AUD	Audio Visual Supervisor	Fireside Dinner Theatre	Fort Atkinson, WI	PB	https://playbill.com/job/audio-visual-supervisor/c436487b-7600-4e1d-8ee1-03c9083bb791	2026-08-21	2026-09-18	Negotiable; page shows $52,000-$57,000/yr	senior	live	direct			
JM-PB-fever-soundtech	audio-sound	AUD	Sound Technician - One-Day Event	Fever	Kansas City, KS	PB	https://playbill.com/job/sound-tech-for-one-day-event/363b7590-5704-4d14-bebb-6fc0c2c9f070	2026-09-17	2026-09-18	$500/day	contract	live	email			
JM-GEV-geva-overhire-aud	audio-sound	AUD	Audio Technician - Production Overhire	Geva Theatre	Rochester, NY	GEVA	https://gevatheatre.org/careers-casting/	2026-09-18	2026-09-18	$16.50/hr	contract	live	direct		home|immediate	"Positions are on a temporary, show-by-show basis, may be part-time"; "some experience in the area that they are applying"
JM-GEV-geva-runcue-aud	audio-sound	AUD	Audio Board Operator - Run Crew	Geva Theatre	Rochester, NY	GEVA	https://gevatheatre.org/careers-casting/	2026-09-18	2026-09-18	$16.50/hr	contract	live	direct		home|immediate	"demonstrated skill in the area they are applying for and at least some experience in the live professional theatre"; "approximately a 6-8 week commitment"; "8 shows a week"
JM-SL-utah-a1a2	audio-sound	AUD	A1 and A2 Mixers - Utah Festival Opera and Musical Theatre	Utah Festival Opera and Musical Theatre	Logan, UT	SL	https://stagelync.com/pro/jobs-and-auditions/p-a1-and-a2-mixers-wanted-for-a-high-paced-6-show-opera-musical-repertory	2026-09-10	2026-09-18		contract	live	gated			
JM-SL-floridastudio-ss	audio-sound	AUD	Sound Supervisor and Resident Sound Designer	Florida Studio Theatre	Sarasota, FL	SL	https://stagelync.com/pro/jobs-and-auditions/p-sound-supervisor-and-resident-designer-for-live-theatre-productions	2026-09-17	2026-09-18		senior	live	gated			
JM-OLNEY-assoc-sps	audio-sound	AUD	Associate Sound & Projection Supervisor	Olney Theatre Center	Olney, MD	OLNEY	https://www.olneytheatre.org/associate-sound-projection-supervisor	2026-08-05	2026-09-18	$51,500	senior	live	direct			
JM-GOV-sunnyvale-theatretech	audio-sound	AUD	Recreation: Theater Technician	City of Sunnyvale	Sunnyvale, CA	GOV	https://www.governmentjobs.com/careers/sunnyvale/jobs/5469226/recreation-theater-technician	2026-09-01	2026-09-18		contract	live	direct			
JM-GOV-columbus-avtech	audio-sound	AUD	Audio Visual Technician - Civic Center (Intermittent)	Columbus Consolidated Government	Columbus, GA	GOV	https://www.governmentjobs.com/jobs/5484147-0/audio-visual-technician-g00-civic-center-intermittent	2026-09-16	2026-09-18	$15.50/hr	contract	live	direct			
JM-APAP-mccarter-ss	audio-sound	AUD	Sound Supervisor	McCarter Theatre Center	Princeton, NJ	APAP	https://jobbank.apap365.org/jobs/22241059/sound-supervisor	2026-05-04	2026-09-18	$37/hr	mid	live	direct			
JM-SNY-suny-niagara-tech-asst	audio-sound	AUD	Part Time Auditorium/Theatre - Technical Assistant (standing pool; posting dated 2022-11-28, open until filled)	SUNY Niagara	Sanborn, NY	SNY	https://niagaracc-suny.peopleadmin.com/postings/3951/print_preview	2022-11-28	2026-09-20	$22.52-$24.76 per hour	contract	live	gated	electrician	home|immediate	"Experience working with lighting, staging and/or sound for productions/events"; "Experience with ETC lighting equipment and networks"; "Experience with analog and digital sound boards"; "Experience with AVID ProTools"; "Associates degree"
JM-SG-seneca-production-services	audio-sound	AUD	Production Services Technician	Seneca Gaming Corporation	Niagara Falls, NY	SG	https://bandana.com/jobs/d3970405-5c74-442b-990a-ea0c7273eb83	2026-09-05	2026-09-20	$17.92/hr	mid	live	gated	electrician	home	"At least 2 years of basic experience in one or more of these technical areas: audio, lighting, rigging, staging, backline, video, or hotel A/V"; "Basic knowledge of technical theater"; "Ability to lift up to 50 pounds"
JM-OSJ-arizona-lsp-director	audio-sound	AUD	Lighting/Sound/Projection Director	Arizona Theatre Company	Tucson, AZ	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72577	2026-08-25	2026-09-20	$53,000 - 57,000 annually	senior	live	email	electrician		"Knowledge of standards and safe practices regarding theatrical electrical, sound, projections, atmospherics, and fundamental rigging"; "Skilled with lighting, projection, sound related software such as: Vectorworks"
JM-OSJ-dallas-electronic-tech	audio-sound	AUD	Electronic Technician - Moody Performance Hall	City of Dallas Office of Arts and Culture	Dallas, TX	OSJ	https://dallascityhall.wd5.myworkdayjobs.com/en-US/CODCareers/details/Electronic-Technician---Moody-Performance-Hall--Office-of-Arts-and-Culture-----Non-Civil-Service-_26-28653	2026-09-17	2026-09-20	$23.68 - $26.61 per hour	mid	live	direct			
JM-OSJ-fireside-avs	audio-sound	AUD	Audio Visual Supervisor	Fireside Theatre	Fort Atkinson, WI	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72549	2026-08-19	2026-09-20	52,000+ annually	senior	live	gated			"responsibility for design, implementation, operation, and management of audio, video, show control, and communication systems"
JM-OSJ-pepperdine-atpm	audio-sound	AUD	Assistant Technical Production Manager	Pepperdine University Center for the Arts	Malibu, CA	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72260	2026-08-09	2026-09-20	$23.87 - $26.00 an hour	mid	live	direct	electrician		"Serve as Master Electrician and on-site lighting head"; "Supervise light hang, focus, and programming"; "Supervise student and overhire crew"; "Train technical staff on safe and efficient practices"
